Category,Case Number,Month,Crime Date and Time,Report Date,Location,Incident Description,Residential Occurance,Disposition,Addressess-updated-v-2_Address (AllAddressesCombined),Addressess-updated-v-2_Bldg Name,Addressess-updated-v-2_Bldg Name (AllAddressesCombined),Addressess-updated-v-2_Bldg No.,Addressess-updated-v-2_Bldg No. (AllAddressesCombined),Addressess-updated-v-2_City,Addressess-updated-v-2_City (AllAddressesCombined),Addressess-updated-v-2_Code,Addressess-updated-v-2_Code (AllAddressesCombined),Addressess-updated-v-2_GIS Comments,Addressess-updated-v-2_State,Addressess-updated-v-2_State (AllAddressesCombined),Addressess-updated-v-2_Zip,Addressess-updated-v-2_LatDiff,Addressess-updated-v-2_LongDiff,Lat,Long,LATITUDE,LONGITUDE
Alcohol Intoxication,20142814,22,10/10/2014 - 1:00am,10/10/2014,310 SOUTH LIMESTONE ST,ALCOHOL INTOXICATION IN A PUBLIC PLACE 3RD OR > OFF IN 12 MONTHS/M,No,Cleared By Arrest,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Theft,20142815,22,10/10/2014 - 1:50am,10/10/2014,468 ROSE ST,"TBUT OR DISP FROM BUILDING U/$500/M, CRIMINAL MISCHIEF 3RD/M",Yes,Closed,468 ROSE ST,Delta Delta Delta Sorority,Delta Delta Delta Sorority,68,68,Lexington,Lexington,0,0,KY,KY,40508,40508,38.036198,-84.50206,38.036198,-84.50206,38,-85
Alcohol Intoxication,201432762,22,10/10/2014 - 1:35am,10/10/2014,754 WOODLAND AVE,ALCOHOL INTOXICATION IN A PUBLIC PLACE,Yes,Closed - Disciplinary Referral,754 WOODLAND AVE,Kirwan III,Kirwan III,150,150,Lexington,Lexington,0,0,KY,KY,40526,40526,38.031067,-84.500869,38.031067,-84.500869,38,-85
Assault,CSA20141514,22,10/09/2014 - 7:17pm,10/10/2014,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20141515,22,10/09/2014 - 8:45pm,10/10/2014,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Liquor Law Violation,CSA20141516,22,10/09/2014 - 10:12pm,10/10/2014,325 HUGUELET DR,"PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X3, MINOR IN POSSESSION OF ALCOHOL",Yes,Closed - Disciplinary Referral,325 HUGUELET DR,Haggin Hall,Haggin Hall,100,100,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031734,-84.504161,38.031734,-84.504161,38,-85
Theft,20142816,22,10/10/2014 - 1:58am,10/10/2014,829 PRESS AVE,"CRIMINAL MISCHIEF 1ST/F, TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Closed,829 PRESS AVE,Electric Substation #3,Electric Substation #3,1201,1201,Lexington,Lexington,0,0,KY,KY,40506,40506,38.033048,-84.512239,38.033048,-84.512239,38,-85
Theft,20142818,22,10/09/2014 - 10:31pm,10/10/2014,251 SCOTT ST,TBUT OR DISP OF BICYCLE U/$500/M,No,Open,251 SCOTT ST,Dickey Hall,Dickey Hall,17,17,Lexington,Lexington,0,0,KY,KY,40506,40506,38.039659,-84.506698,38.039659,-84.506698,38,-85
Theft,20142821,22,10/10/2014 - 1:30pm,10/10/2014,310 SOUTH LIMESTONE ST,TBUT OR DISP FROM BUILDING U/$500/M,No,Open,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Theft,20142822,22,10/04/2014 - 8:30pm,10/10/2014,1540 UNIVERSITY DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed,1540 UNIVERSITY DR,Commonwealth Stadium,Commonwealth Stadium,222,222,Lexington,Lexington,0,0,KY,KY,40506,40506,38.023281,-84.506236,38.023281,-84.506236,38,-85
Public Intoxication,20142825,22,10/10/2014 - 6:00pm,10/10/2014,750 WOODLAND AVE,PUBLIC INTOXICATION - CONTROLL SUB (EXCLUDES ALCOHOL)/M,Yes,Citation issued,750 WOODLAND AVE,Kirwan I,Kirwan I,152,152,Lexington,Lexington,0,0,KY,KY,40526,40526,38.03108,-84.500851,38.03108,-84.500851,38,-85
Terroristic Threatening,CSA20141517,22,10/10/2014 - 3:05pm,10/10/2014,1350 BULL LEA RD,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20141518,22,10/10/2014 - 2:08pm,10/10/2014,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20141519,22,10/10/2014 - 4:00pm,10/10/2014,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Terroristic Threatening,CSA20141520,22,10/10/2014 - 6:11pm,10/10/2014,1350 BULL LEA RD,"TERRORISTIC THREATENING, CRIMINAL MISCHIEF",No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Drug Violations,20142827,22,10/11/2014 - 1:20am,10/11/2014,WINNIE ST & PRALL ST,"POSS OF MARIJUANA/M, POSS CONT SUB 1ST DEGREE, 2ND OFFENSE - COCAINE/F, GIVING OFFICER FALSE NAME OR ADDRESS/M, TAMPERING WITH PHYSICAL EVIDENCE/F, TRAFF IN CONT SUB 1ST DEGREE, 2ND OR > OFFENSE (<4 GMS COCAINE)/F",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Assault,20142849,22,10/01/2014 - 10:23pm,10/11/2014,1000 SOUTH LIMESTONE ST,SEXUAL ABUSE 1ST/F,No,Unfounded,1000 SOUTH LIMESTONE ST,Patient Care Facility (Pavilion A),Patient Care Facility (Pavilion A),602,602,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031528,-84.509463,38.031528,-84.509463,38,-85
Assault,CSA20141521,22,10/11/2014 - 11:05pm,10/11/2014,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Terroristic Threatening,CSA20141522,22,10/11/2014 - 6:50pm,10/11/2014,1350 BULL LEA RD,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Terroristic Threatening,CSA20141523,22,10/11/2014 - 7:09pm,10/11/2014,1350 BULL LEA RD,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
DUI,20142835,22,10/12/2014 - 12:00am,10/12/2014,HUGUELET DR & UNIVERSITY DR,"CARELESS DRIVING, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST OFF/M, POSS OF MARIJUANA/M, DRUG PARAPHERNALIA - BUY/POSSESS/M",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Drug Violations,20142836,22,10/12/2014 - 12:07am,10/12/2014,110 TRANSCRIPT AVE,"ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES), POSS A CONT SUB/M",No,Cleared By Arrest,110 TRANSCRIPT AVE,Parking Garage No 8,Parking Garage No 8,601,601,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031633,-84.509949,38.031633,-84.509949,38,-85
Alcohol Intoxication,20142837,22,10/12/2014 - 12:20am,10/12/2014,310 SOUTH LIMESTONE ST,"ALCOHOL INTOXICATION IN A PUBLIC PLACE 3RD OR > OFF IN 12 MONTHS/M, CARRYING A CONCEALED WEAPON/M, RECEIVING STOLEN PROPERTY U/$500/M",No,Cleared By Arrest,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Drug Violations,20142838,22,10/12/2014 - 12:11am,10/12/2014,752 WOODLAND AVE,"POSS OF MARIJUANA/M, DRUG PARAPHERNALIA - BUY/POSSESS/M",Yes,Citation issued,752 WOODLAND AVE,Kirwan II,Kirwan II,151,151,Lexington,Lexington,0,0,KY,KY,40526,40526,38.031073,-84.50086,38.031073,-84.50086,38,-85
Alcohol Intoxication,20142839,22,10/12/2014 - 12:59am,10/12/2014,SOUTH UPPER ST & MACKS ALY,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Criminal Mischief,20142840,22,10/12/2014 - 12:00am,10/12/2014,410 ADMINISTRATION DR,CRIMINAL MISCHIEF 3RD/M,No,Open,410 ADMINISTRATION DR,Main (Administration) Bldg,Main (Administration) Bldg,32,32,Lexington,Lexington,0,0,KY,KY,40506,40506,38.038835,-84.504866,38.038835,-84.504866,38,-85
Alcohol Intoxication,20142841,22,10/12/2014 - 3:51am,10/12/2014,JERSEY ST,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,20142842,22,10/12/2014 - 2:30am,10/12/2014,333 SOUTH LIMESTONE ST,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSE),No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Theft,20142845,22,10/10/2014 - 1:00am,10/12/2014,1000 SOUTH LIMESTONE ST,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed,1000 SOUTH LIMESTONE ST,Patient Care Facility (Pavilion A),Patient Care Facility (Pavilion A),602,602,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031528,-84.509463,38.031528,-84.509463,38,-85
Theft,20142843,22,10/12/2014 - 8:15am,10/12/2014,1000 SOUTH LIMESTONE ST,THEFT OF PROP MISLIAD OR DELIVER BY MISTAKE/M,No,Closed,1000 SOUTH LIMESTONE ST,Patient Care Facility (Pavilion A),Patient Care Facility (Pavilion A),602,602,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031528,-84.509463,38.031528,-84.509463,38,-85
Assault,201232858,22,10/12/2014 - 1:05am,10/12/2014,SOUTH LIMESTONE ST & PRALL ST,ASSAULT 4TH,No,Closed - N/A,,,,,,,,,,,,,,,,,,,
DUI,20142844,22,10/12/2014 - 3:41pm,10/12/2014,ALUMNI DR,"OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST OFF/M, DRUG PARAPHERNALIA - BUY/POSSESS/M",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Criminal Mischief,CSA20141524,22,10/12/2014 - 1:45pm,10/12/2014,1350 BULL LEA RD,CRIMINAL MISCHIEF,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Criminal Mischief,2014171264,22,10/10/2014 - 12:30am,10/13/2014,SOUTH UPPER ST,CRIMINAL MISCHIEF 3RD/M,No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
Liquor Law Violation,CSA20141525,22,10/10/2014 - 12:00pm,10/13/2014,740 WOODLAND AVE,MINOR IN POSS OF ALCOHOL,Yes,Closed - Disciplinary Referral,740 WOODLAND AVE,Smith Hall,Smith Hall,565,565,Lexington,Lexington,0,0,KY,KY,40526,40526,38.031251,-84.500619,38.031251,-84.500619,38,-85
Liquor Law Violation,CSA20141526,22,10/10/2014 - 11:40pm,10/13/2014,740 WOODLAND AVE,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X4,Yes,Closed - Disciplinary Referral,740 WOODLAND AVE,Smith Hall,Smith Hall,565,565,Lexington,Lexington,0,0,KY,KY,40526,40526,38.031251,-84.500619,38.031251,-84.500619,38,-85
Liquor Law Violation,CSA20141527,22,10/12/2014 - 12:10am,10/13/2014,750 SPORTS CENTER DR,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X4,Yes,Closed - Disciplinary Referral,,,,,,,,,,,,,,,,,,,
Liquor Law Violation,CSA20141528,22,10/12/2014 - 2:15am,10/13/2014,769 WOODLAND AVE,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL,Yes,Closed - Disciplinary Referral,769 WOODLAND AVE,Blanding Tower,Blanding Tower,145,145,Lexington,Lexington,0,0,KY,KY,40526,40526,38.03108,-84.500905,38.03108,-84.500905,38,-85
Theft,20142848,22,10/09/2014 - 4:00pm,10/13/2014,110 SCOTT ST,"TBUT OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000/F, CRIMINAL MISCHIEF 3RD/M",No,Closed,110 SCOTT ST,SCOTT ST Bldg,SCOTT ST Bldg,2,2,Lexington,Lexington,0,0,KY,KY,40506,40506,38.039634,-84.506717,38.039634,-84.506717,38,-85
Criminal Mischief,20142850,22,10/11/2014 - 12:00pm,10/13/2014,EAST MAXWELL ST,CRIMINAL MISCHIEF 3RD/M,No,Closed,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,20142855,22,10/13/2014 - 10:10pm,10/13/2014,201 AVENUE OF CHAMPIONS,ALCOHOL INTOXICATION IN A PUBLIC PLACE (1ST & 2ND OFFENSES),No,Cleared By Arrest,201 AVENUE OF CHAMPIONS,Memorial Coliseum,Memorial Coliseum,19,19,Lexington,Lexington,0,0,KY,KY,40506,40506,38.039567,-84.501706,38.039567,-84.501706,38,-85
Drug Violations,20142856,22,10/13/2014 - 11:33pm,10/13/2014,COLLEGE VIEW,"POSS CONT SUB 1ST DEG 1ST OFF (COCAINE)/F, POSS OF MARIJUANA/M, TRAFFICKING IN SYNTHETIC DRUGS 1ST OFFENSE - CLASS A MISD/M, POSS OF OPEN ALC BEVERAGE CONT IN MOTOR VEH PROHIBITED, DRUG PARAPHERNALIA - BUY/POSSESS/M",No,Closed,,,,,,,,,,,,,,,,,,,
Alcohol Intoxication,20142853,22,10/13/2014 - 9:17pm,10/13/2014,201 AVENUE OF CHAMPIONS,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Citation issued,201 AVENUE OF CHAMPIONS,Memorial Coliseum,Memorial Coliseum,19,19,Lexington,Lexington,0,0,KY,KY,40506,40506,38.039567,-84.501706,38.039567,-84.501706,38,-85
Criminal Trespass,20142854,22,10/13/2014 - 10:35pm,10/13/2014,201 AVENUE OF CHAMPIONS,CRIMINAL TRESPASSING 3RD,No,Citation issued,201 AVENUE OF CHAMPIONS,Memorial Coliseum,Memorial Coliseum,19,19,Lexington,Lexington,0,0,KY,KY,40506,40506,38.039567,-84.501706,38.039567,-84.501706,38,-85
DUI,20142857,22,10/14/2014 - 2:36am,10/14/2014,COOPER DR & SPORTS CENTER DR,"REAR LICENSE NOT ILLUMINATED, FAILURE TO PRODUCE INSURANCE CARD, OPER MTR VEHICLE U/INFLUENCE ALC/DRUGS/ETC .08 1ST OFF/M",No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Drug Violations,2014172558,22,10/12/2014 - 1:52pm,10/14/2014,845 RED MILE RD,POSS OF MARIJUANA/M,Yes,Closed - Lexington Police Report,845 RED MILE RD,845 RED MILE RD (University Trails),845 RED MILE RD (University Trails),9831,9831,Lexington,Lexington,KY,KY,40504,40504,38.043891,-84.525186,,,,,,
Assault,CSA20141529,22,10/14/2014 - 7:52am,10/14/2014,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Motor Vehicle Theft,2014170838,22,10/04/2014 - 12:00pm,10/15/2014,1540 UNIVERSITY DR,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F",No,Closed - Lexington Police Report,1540 UNIVERSITY DR,Commonwealth Stadium,Commonwealth Stadium,222,222,Lexington,Lexington,0,0,KY,KY,40506,40506,38.023281,-84.506236,38.023281,-84.506236,38,-85
Assault,CSA20141530,22,10/15/2014 - 2:50am,10/15/2014,1350 BULL LEA RD,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Burglary,20142865,22,09/01/2014 - 8:00am,10/15/2014,4321 EMMERT FARM LN,BURGLARY 3RD/F,No,Closed,4321 EMMERT FARM LN,New Storage-South Farm,New Storage-South Farm,0026T,0026T,Lexington,Lexington,82,82,KY,KY,40514,40514,,,,,,
Drug Violations,20142872,22,10/15/2014 - 10:31pm,10/15/2014,650 WOODLAND AVE,"DRUG PARAPHERNALIA - BUY/POSSESS/M, POSS OF MARIJUANA/M",Yes,Closed - Disciplinary Referral,650 WOODLAND AVE,Woodland Glen II,Woodland Glen II,120,120,Lexington,Lexington,0,0,KY,KY,40506,40506,38.032115,-84.499403,38.032115,-84.499403,38,-84
Drug Violations,20142867,22,10/15/2014 - 8:00am,10/15/2014,326 S MLK BLVD,"PRESCRIPTION CONT SUB NOT PROPER CONTAIN 1ST OFF/M, POSS CONT SUB 2ND DEGREE - DRUG UNSPECIFIED/M",Yes,Citation issued,,,,,,,,,,,,,,,,,,,
Assault,CSA20141532,22,10/15/2014 - 7:00am,10/15/2014,1350 BULL LEA RD,ASSAULT X2,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20141531,22,10/15/2014 - 11:40pm,10/16/2014,1000 SOUTH LIMESTONE ST,ASSAULT,No,Closed - CSA,1000 SOUTH LIMESTONE ST,Patient Care Facility (Pavilion A),Patient Care Facility (Pavilion A),602,602,Lexington,Lexington,0,0,KY,KY,40506,40506,38.031528,-84.509463,38.031528,-84.509463,38,-85
Terroristic Threatening,CSA20141535,22,10/16/2014 - 4:28pm,10/16/2014,1350 BULL LEA RD,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20141534,22,10/16/2014 - 12:00pm,10/16/2014,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20141533,22,10/16/2014 - 7:50am,10/16/2014,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Theft,20142884,22,10/16/2014 - 8:50pm,10/16/2014,430 COMPLEX DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed,430 COMPLEX DR,Bernard Johnson Student Rec Ctr,Bernard Johnson Student Rec Ctr,220,220,Lexington,Lexington,0,0,KY,KY,40506,40506,38.029363,-84.505258,38.029363,-84.505258,38,-85
Theft,20142886,22,10/15/2014 - 12:00pm,10/16/2014,800 ROSE ST,"TBUT OR DISP ALL OTHER $500 OR MORE BUT U/$10,000/F",No,Unfounded,William R. Willard Medical Education Bldg,William R. Willard Medical Education Bldg,298,298,Lexington,Lexington,0,0,KY,KY,40536,40536,38.03101112,0.00191791,1,0.001918,1,0,1
Alcohol Intoxication,20142879,22,10/16/2014 - 5:02pm,10/16/2014,ELM TREE LN & 3RD ST,ALCOHOL INTOXICATION IN A PUBLIC PLACE 3RD OR > OFF IN 12 MONTHS/M,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Harassment,20142878,22,10/16/2014 - 12:20pm,10/16/2014,504 ROSE ST,HARASSMENT (NO PHYSICAL CONTACT),No,Closed,504 ROSE ST,Mining & Minerals Research Bldg,Mining & Minerals Research Bldg,107,107,Lexington,Lexington,0,0,KY,KY,40506,40506,38.034849,-84.503367,38.034849,-84.503367,38,-85
Harassing Communications,20142876,22,02/21/2014 - 3:00pm,10/16/2014,305 EUCLID AVE,HARASSING COMMUNICATIONS/M,No,Closed,305 EUCLID AVE,Police (Safety and Security),Police (Safety and Security),23,23,Lexington,Lexington,0,0,KY,KY,40506,40506,38.037844,-84.499314,38.037844,-84.499314,38,-84
Theft,20142875,22,10/15/2014 - 5:00pm,10/16/2014,829 PRESS AVE,"TBUT OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000/F, CRIMINAL MISCHIEF 2ND/M",No,Open,829 PRESS AVE,Electric Substation #3,Electric Substation #3,1201,1201,Lexington,Lexington,0,0,KY,KY,40506,40506,38.033048,-84.512239,38.033048,-84.512239,38,-85
Theft,20142874,22,10/15/2014 - 5:00pm,10/16/2014,401 HILLTOP AVE,THEFT OF PROP MISLAID OR DELIVER BY MISTAKE/M,No,Closed,401 HILLTOP AVE,W.T. Young Library,W.T. Young Library,456,456,Lexington,Lexington,0,0,KY,KY,40506,40506,38.032903,-84.501733,38.032903,-84.501733,38,-85
Terroristic Threatening,CSA20141536,22,10/16/2014 - 10:48pm,10/16/2014,1350 BULL LEA RD,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Alcohol Intoxication,201433433,22,10/17/2014 - 1:47am,10/17/2014,842 ROSE ST,ALCOHOL INTOXICATION IN A PUBLIC PLACE,No,Closed - N/A,842 ROSE ST,Gill Heart Institute (Pavilion G),Gill Heart Institute (Pavilion G),294,294,Lexington,Lexington,0,0,KY,KY,40536,40536,38.032053,-84.507908,38.032053,-84.507908,38,-85
Drug Violations,20142897,22,10/17/2014 - 11:08pm,10/17/2014,650 WOODLAND AVE,"POSS OF MARIJUANA/M, DRUG PARAPHERNALIA - BUY/POSSESS/M",Yes,Citation issued,650 WOODLAND AVE,Woodland Glen II,Woodland Glen II,120,120,Lexington,Lexington,0,0,KY,KY,40506,40506,38.032115,-84.499403,38.032115,-84.499403,38,-84
Sex Offenses,20142896,22,10/17/2014 - 7:40pm,10/17/2014,1350 BULL LEA RD,SEXUAL ABUSE 3RD/M,No,Closed - Cleared By Exception,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Criminal Trespass,20142895,22,10/17/2014 - 10:13pm,10/17/2014,318 COLLEGE VIEW DR,CRIMINAL TRESPASSING 3RD,No,Cleared By Arrest,,,,,,,,,,,,,,,,,,,
Assault,20142894,22,10/17/2014 - 7:00pm,10/17/2014,310 SOUTH LIMESTONE ST,ASSAULT 4TH DEGREE (MINOR INJURY)/M,No,Closed - Cleared By Exception,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Assault,20142891,22,10/17/2014 - 1:05pm,10/17/2014,789 SOUTH LIMESTONE ST,"DISORDERLY CONDUCT 2ND/M, ASSAULT 4TH (MINOR INJURY)/M, MENACING/M",No,Cleared By Arrest,789 SOUTH LIMESTONE ST,Bio-Pharm (BP),Bio-Pharm (BP),596,596,Lexington,Lexington,0,0,KY,KY,40506,40506,38.033468,-84.509139,38.033468,-84.509139,38,-85
Harassment,20142890,22,10/15/2014 - 2:15pm,10/17/2014,310 SOUTH LIMESTONE ST,"HARASSMENT (NO PHYSICAL CONTACT), CRIMINAL TRESPASSING 2ND/M, DISORDERLY CONDUCT 2ND/M",No,Closed - Cleared By Exception,310 SOUTH LIMESTONE ST,Good Samaritan Hospital (UK Healthcare),Good Samaritan Hospital (UK Healthcare),8633,8633,Lexington,Lexington,0,0,KY,KY,40508,40508,38.04293,-84.500435,38.04293,-84.500435,38,-85
Theft,20142889,22,10/08/2014 - 8:00am,10/17/2014,1401 UNIVERSITY DR,TBUT OR DISP FROM BUILDING U/$500/M,No,Closed,1401 UNIVERSITY DR,Tobacco & Health Research Institute,Tobacco & Health Research Institute,236,236,Lexington,Lexington,0,0,KY,KY,40546,40546,38.025675,-84.507155,38.025675,-84.507155,38,-85
Liquor Law Violation,CSA20141539,22,10/16/2014 - 10:20pm,10/17/2014,361 HUGUELET DR,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X2,No,Closed - Disciplinary Referral,361 HUGUELET DR,Central Residence Hall II,Central Residence Hall II,79,79,Lexington,Lexington,1,1,KY,KY,40506,40506,38.031734,-84.504161,38.031734,-84.504161,38,-85
Terroristic Threatening,CSA20141538,22,10/17/2014 - 8:50am,10/17/2014,1350 BULL LEA RD,TERRORISTIC THREATENING,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Assault,CSA20141537,22,10/17/2014 - 8:17am,10/17/2014,1350 BULL LEA RD,ASSAULT,No,Closed - CSA,1350 BULL LEA RD,(new) Eastern State Hospital,(new) Eastern State Hospital,9921,9921,Lexington,Lexington,99,99,KY,KY,40511,40511,38.084885,-84.497802,38.084885,-84.497802,38,-84
Drug Violations,20142887,22,10/17/2014 - 12:43am,10/17/2014,500 ALUMNI DR,POSS OF MARIJUANA/M,No,Citation issued,500 ALUMNI DR,Arboretum Restrooms,Arboretum Restrooms,303,303,Lexington,Lexington,0,0,KY,KY,40503,40503,,,,,,
Assault,2014175649,22,10/17/2014 - 10:45pm,10/17/2014,WALLER AVE & ELIZABETH ST,ASSAULT 1ST/F - ASSIST LEXINGTON METRO REF K-9,No,Closed - Lexington Police Report,,,,,,,,,,,,,,,,,,,
